count,204,204,204,204,204,204,204,204,204,204,204
unique,85,94,80,83,41,74,55,6,5,7,1
top,166965072143,,,,,,,,,,SGN
freq,4,107,107,107,107,107,107,194,194,194,204
count,212,212,212,212,212,212,212,212,212,212,212
unique,92,96,87,97,63,88,76,9,6,6,1
top,166965072224,,,,,,,,,,SGN
freq,4,111,111,111,111,111,111,202,202,202,212
count,210,210,210,210,210,210,210,210,210,210,210
unique,90,98,97,93,82,85,78,7,9,6,1
top,166965072350,,,,,,,,,,SGN
freq,4,110,110,110,110,110,110,200,200,200,210
count,212,212,212,212,212,212,212,212,212,212,212
unique,90,98,95,100,74,90,80,8,6,6,1
top,166965072467,,,,,,,,,,SGN
freq,4,111,111,111,111,111,111,202,202,202,212
count,212,212,212,212,212,212,212,212,212,212,212
unique,92,81,84,88,73,58,48,7,6,6,1
top,166965072551,,,,,,,,,,SGN
freq,4,111,111,111,111,111,111,202,202,202,212
count,209,209,209,209,209,209,209,209,209,209,209
unique,88,101,98,99,98,101,96,10,10,8,1
top,166965072656,,,,,,,,,,SGN
freq,4,109,109,109,109,109,109,200,200,200,209
count,210,210,210,210,210,210,210,210,210,210,210
unique,91,99,99,99,96,99,96,6,9,10,1
top,166965072755,,,,,,,,,,SGN
freq,4,110,110,110,110,110,110,200,200,200,210
count,214,214,214,214,214,214,214,214,214,214,214
unique,89,103,103,103,100,103,93,9,10,11,1
top,166965072824,,,,,,,,,,SGN
freq,4,112,112,112,112,112,112,204,204,204,214
count,210,210,210,210,210,210,210,210,210,210,210
unique,92,96,100,96,100,98,89,11,10,6,1
top,166965072937,,,,,,,,,,SGN
freq,5,110,110,110,110,110,110,200,200,200,210
count,210,210,210,210,210,210,210,210,210,210,210
unique,90,96,92,92,79,93,90,7,7,6,1
top,166965073031,,,,,,,,,,SGN
freq,4,110,110,110,110,110,110,200,200,200,210
count,212,212,212,212,212,212,212,212,212,212,212
unique,88,87,84,92,72,67,56,7,5,6,1
top,166965073190,,,,,,,,,,SGN
freq,4,111,111,111,111,111,111,202,202,202,212
count,209,209,209,209,209,209,209,209,209,209,209
unique,92,86,90,84,63,69,50,7,8,6,1
top,166965073199,,,,,,,,,,SGN
freq,4,109,109,109,109,109,109,200,200,200,209
count,212,212,212,212,212,212,212,212,212,212,212
unique,86,85,77,83,52,75,43,6,7,9,1
top,166965073361,,,,,,,,,,SGN
freq,4,111,111,111,111,111,111,202,202,202,212
count,212,212,212,212,212,212,212,212,212,212,212
unique,96,100,94,94,66,85,69,8,7,4,1
top,166965073472,,,,,,,,,,SGN
freq,4,111,111,111,111,111,111,202,202,202,212
count,214,214,214,214,214,214,214,214,214,214,214
unique,85,98,96,97,77,80,55,7,5,6,1
top,166965073580,,,,,,,,,,SGN
freq,4,112,112,112,112,112,112,204,204,204,214
count,210,210,210,210,210,210,210,210,210,210,210
unique,92,96,91,93,75,89,59,7,7,6,1
top,166965073613,,,,,,,,,,SGN
freq,4,110,110,110,110,110,110,200,200,200,210
count,212,212,212,212,212,212,212,212,212,212,212
unique,90,101,102,101,96,99,94,9,9,8,1
top,166965073787,,,,,,,,,,SGN
freq,4,111,111,111,111,111,111,202,202,202,212
count,208,208,208,208,208,208,208,208,208,208,208
unique,92,99,96,98,81,92,85,11,8,8,1
top,166965073892,,,,,,,,,,SGN
freq,4,109,109,109,109,109,109,198,198,198,208
count,213,213,213,213,213,213,213,213,213,213,213
unique,89,101,99,101,85,99,81,6,6,8,1
top,166965073952,,,,,,,,,,SGN
freq,4,111,111,111,111,111,111,204,204,204,213
count,214,214,214,214,214,214,214,214,214,214,214
unique,89,95,82,81,66,75,56,6,7,7,1
top,166965074027,,,,,,,,,,SGN
freq,4,112,112,112,112,112,112,204,204,204,214
count,210,210,210,210,210,210,210,210,210,210,210
unique,93,99,97,96,79,94,81,10,7,9,1
top,166965074120,,,,,,,,,,SGN
freq,4,110,110,110,110,110,110,200,200,200,210
count,212,212,212,212,212,212,212,212,212,212,212
unique,87,97,96,95,74,93,72,9,7,7,1
top,166965074291,,,,,,,,,,SGN
freq,4,111,111,111,111,111,111,202,202,202,212
count,212,212,212,212,212,212,212,212,212,212,212
unique,93,91,82,89,63,87,63,7,8,6,1
top,166965074351,,,,,,,,,,SGN
freq,4,111,111,111,111,111,111,202,202,202,212
count,212,212,212,212,212,212,212,212,212,212,212
unique,89,97,88,91,65,92,77,6,7,7,1
top,166965074456,,,,,,,,,,SGN
freq,5,111,111,111,111,111,111,202,202,202,212
count,210,210,210,210,210,210,210,210,210,210,210
unique,91,99,86,95,79,96,82,10,7,9,1
top,166965074591,,,,,,,,,,SGN
freq,4,110,110,110,110,110,110,200,200,200,210
count,208,208,208,208,208,208,208,208,208,208,208
unique,87,99,95,93,86,94,82,5,7,7,1
top,166965074648,,,,,,,,,,SGN
freq,4,109,109,109,108,108,108,199,199,199,208
count,213,213,213,213,213,213,213,213,213,213,213
unique,89,101,97,100,81,94,89,9,8,6,1
top,166965074750,,,,,,,,,,SGN
freq,4,111,111,111,112,112,112,203,203,203,213
count,212,212,212,212,212,212,212,212,212,212,212
unique,92,97,90,91,62,93,65,7,10,6,1
top,166965074855,,,,,,,,,,SGN
freq,4,111,111,111,111,111,111,202,202,202,212
count,212,212,212,212,212,212,212,212,212,212,212
unique,86,96,90,82,52,80,55,7,8,6,1
top,166965074990,,,,,,,,,,SGN
freq,4,111,111,111,111,111,111,202,202,202,212
count,212,212,212,212,212,212,212,212,212,212,212
unique,94,89,78,88,40,74,47,7,7,7,1
top,166965075020,,,,,,,,,,SGN
freq,4,111,111,111,111,111,111,202,202,202,212
count,211,211,211,211,211,211,211,211,211,211,211
unique,87,82,68,80,29,65,39,6,6,4,1
top,166965075152,,,,,,,,,,SGN
freq,4,111,111,111,110,110,110,201,201,201,211
count,209,209,209,209,209,209,209,209,209,209,209
unique,93,80,63,71,26,57,26,7,9,5,1
top,166965075272,,,,,,,,,,SGN
freq,4,109,109,109,110,110,110,199,199,199,209
count,214,214,214,214,214,214,214,214,214,214,214
unique,92,83,54,60,27,55,34,5,6,6,1
top,166965075356,,,,,,,,,,SGN
freq,4,112,112,112,112,112,112,204,204,204,214
count,210,210,210,210,210,210,210,210,210,210,210
unique,89,86,78,86,52,76,39,7,5,6,1
top,166965075446,,,,,,,,,,SGN
freq,4,110,110,110,109,109,109,201,201,201,210
count,211,211,211,211,211,211,211,211,211,211,211
unique,92,78,57,64,24,40,25,7,7,7,1
top,166965075563,,,,,,,,,,SGN
freq,4,110,110,110,111,111,111,201,201,201,211
count,209,209,209,209,209,209,209,209,209,209,209
unique,87,71,54,65,29,44,30,5,7,6,1
top,166965075650,,,,,,,,,,SGN
freq,4,110,110,110,109,109,109,199,199,199,209
count,213,213,213,213,213,213,213,213,213,213,213
unique,94,74,59,63,31,44,30,5,4,6,1
top,166965075728,,,,,,,,,,SGN
freq,4,111,111,111,112,112,112,203,203,203,213
count,210,210,210,210,210,210,210,210,210,210,210
unique,85,89,63,77,31,78,45,7,9,5,1
top,166965075857,,,,,,,,,,SGN
freq,4,110,110,110,110,110,110,200,200,200,210
count,211,211,211,211,211,211,211,211,211,211,211
unique,88,96,76,78,42,89,48,7,7,7,1
top,166965075995,,,,,,,,,,SGN
freq,4,111,111,111,110,110,110,201,201,201,211
count,212,212,212,212,212,212,212,212,212,212,212
unique,92,79,61,69,29,49,34,6,7,5,1
top,166965076055,,,,,,,,,,SGN
freq,4,110,110,110,111,111,111,203,203,203,212
count,210,210,210,210,210,210,210,210,210,210,210
unique,91,90,75,78,38,73,36,6,9,7,1
top,166965076169,,,,,,,,,,SGN
freq,4,110,110,110,110,110,110,200,200,200,210
count,212,212,212,212,212,212,212,212,212,212,212
unique,90,73,64,66,42,49,35,6,6,5,1
top,166965076229,,,,,,,,,,SGN
freq,4,111,111,111,111,111,111,202,202,202,212
count,212,212,212,212,212,212,212,212,212,212,212
unique,88,74,63,73,33,45,27,6,7,6,1
top,166965076391,,,,,,,,,,SGN
freq,4,111,111,111,111,111,111,202,202,202,212
count,210,210,210,210,210,210,210,210,210,210,210
unique,94,71,46,64,28,41,27,5,8,3,1
top,166965076421,,,,,,,,,,SGN
freq,4,110,110,110,110,110,110,200,200,200,210
count,210,210,210,210,210,210,210,210,210,210,210
unique,85,96,84,89,52,81,67,8,6,7,1
top,166965076553,,,,,,,,,,SGN
freq,4,110,110,110,110,110,110,200,200,200,210
count,211,211,211,211,211,211,211,211,211,211,211
unique,92,100,95,95,76,97,70,6,9,9,1
top,166965076646,,,,,,,,,,SGN
freq,4,110,110,110,110,110,110,202,202,202,211
count,214,214,214,214,214,214,214,214,214,214,214
unique,86,100,97,99,90,96,91,8,6,4,1
top,166965076769,,,,,,,,,,SGN
freq,4,112,112,112,112,112,112,204,204,204,214
count,212,212,212,212,212,212,212,212,212,212,212
unique,94,100,98,101,86,93,90,10,9,6,1
top,166965076895,,,,,,,,,,SGN
freq,4,111,111,111,111,111,111,202,202,202,212
count,212,212,212,212,212,212,212,212,212,212,212
unique,92,94,88,94,67,72,52,6,9,7,1
top,166965076958,,,,,,,,,,SGN
freq,4,111,111,111,111,111,111,202,202,202,212
count,212,212,212,212,212,212,212,212,212,212,212
unique,88,82,84,88,56,61,38,7,7,4,1
top,166965077081,,,,,,,,,,SGN
freq,4,111,111,111,111,111,111,202,202,202,212
count,212,212,212,212,212,212,212,212,212,212,212
unique,97,96,99,98,63,89,80,5,8,4,1
top,166965077156,,,,,,,,,,SGN
freq,4,111,111,111,111,111,111,202,202,202,212
count,212,212,212,212,212,212,212,212,212,212,212
unique,86,95,92,97,70,73,48,8,7,7,1
top,166965077258,,,,,,,,,,SGN
freq,4,111,111,111,111,111,111,202,202,202,212
count,209,209,209,209,209,209,209,209,209,209,209
unique,96,94,82,83,63,63,56,9,8,6,1
top,166965077399,,,,,,,,,,SGN
freq,4,110,110,110,109,109,109,199,199,199,209
count,212,212,212,212,212,212,212,212,212,212,212
unique,87,96,90,94,82,86,74,6,7,5,1
top,166965077456,,,,,,,,,,SGN
freq,4,110,110,110,111,111,111,203,203,203,212
count,211,211,211,211,211,211,211,211,211,211,211
unique,96,100,95,99,91,99,95,11,10,9,1
top,166965077528,,,,,,,,,,SGN
freq,4,111,111,111,110,110,110,201,201,201,211
count,210,210,210,210,210,210,210,210,210,210,210
unique,89,99,92,95,74,97,80,7,6,9,1
top,166965077606,,,,,,,,,,SGN
freq,4,110,110,110,110,110,110,200,200,200,210
count,213,213,213,213,213,213,213,213,213,213,213
unique,90,99,89,89,55,91,65,9,5,8,1
top,166965077744,,,,,,,,,,SGN
freq,4,111,111,111,112,112,112,203,203,203,213
count,208,208,208,208,208,208,208,208,208,208,208
unique,89,91,73,89,41,75,37,5,6,5,1
top,166965077879,,,,,,,,,,SGN
freq,4,109,109,109,109,109,109,198,198,198,208
count,212,212,212,212,212,212,212,212,212,212,212
unique,85,94,78,88,40,84,47,6,7,6,1
top,166965077933,,,,,,,,,,SGN
freq,4,111,111,111,111,111,111,202,202,202,212
count,211,211,211,211,211,211,211,211,211,211,211
unique,95,97,83,89,56,93,50,7,7,5,1
top,166965078023,,,,,,,,,,SGN
freq,4,110,110,110,110,110,110,202,202,202,211
count,212,212,212,212,212,212,212,212,212,212,212
unique,88,87,73,86,37,77,32,5,8,6,1
top,166965078152,,,,,,,,,,SGN
freq,4,111,111,111,111,111,111,202,202,202,212
count,210,210,210,210,210,210,210,210,210,210,210
unique,92,92,83,94,63,83,65,6,7,6,1
top,166965078230,,,,,,,,,,SGN
freq,4,110,110,110,110,110,110,200,200,200,210
count,212,212,212,212,212,212,212,212,212,212,212
unique,93,98,95,92,62,94,66,7,6,8,1
top,166965078365,,,,,,,,,,SGN
freq,4,111,111,111,111,111,111,202,202,202,212
count,210,210,210,210,210,210,210,210,210,210,210
unique,92,92,78,84,52,87,61,8,7,6,1
top,166965078464,,,,,,,,,,SGN
freq,4,110,110,110,110,110,110,200,200,200,210
count,210,210,210,210,210,210,210,210,210,210,210
unique,97,90,87,98,59,83,67,6,6,6,1
top,166965078551,,,,,,,,,,SGN
freq,4,110,110,110,110,110,110,200,200,200,210
count,213,213,213,213,213,213,213,213,213,213,213
unique,90,89,84,83,47,83,55,7,5,7,1
top,166965078674,,,,,,,,,,SGN
freq,4,111,111,111,111,111,111,204,204,204,213
count,210,210,210,210,210,210,210,210,210,210,210
unique,92,92,64,74,28,85,30,6,6,6,1
top,166965078783,,,,,,,,,,SGN
freq,4,110,110,110,110,110,110,200,200,200,210
count,212,212,212,212,212,212,212,212,212,212,212
unique,87,88,67,87,33,72,33,6,6,7,1
top,166965078854,,,,,,,,,,SGN
freq,4,111,111,111,111,111,111,202,202,202,212
count,212,212,212,212,212,212,212,212,212,212,212
unique,96,97,85,90,45,89,63,6,7,8,1
top,166965078962,,,,,,,,,,SGN
freq,4,111,111,111,111,111,111,202,202,202,212
count,210,210,210,210,210,210,210,210,210,210,210
unique,92,94,84,86,68,87,68,7,5,5,1
top,166965079058,,,,,,,,,,SGN
freq,4,110,110,110,110,110,110,200,200,200,210
count,207,207,207,207,207,207,207,207,207,207,207
unique,94,94,84,91,56,86,60,7,7,6,1
top,166965079187,,,,,,,,,,SGN
freq,4,109,109,109,108,108,108,197,197,197,207
count,213,213,213,213,213,213,213,213,213,213,213
unique,92,96,83,85,47,87,58,6,6,5,1
top,166965079293,,,,,,,,,,SGN
freq,4,111,111,111,111,111,111,204,204,204,213
count,213,213,213,213,213,213,213,213,213,213,213
unique,90,96,87,93,54,89,45,5,7,7,1
top,166965079361,,,,,,,,,,SGN
freq,4,111,111,111,112,112,112,203,203,203,213
count,213,213,213,213,213,213,213,213,213,213,213
unique,95,92,83,92,58,95,53,6,6,8,1
top,166965079452,,,,,,,,,,SGN
freq,4,112,112,112,111,111,111,203,203,203,213
count,209,209,209,209,209,209,209,209,209,209,209
unique,92,89,77,84,51,83,41,8,5,7,1
top,166965079590,,,,,,,,,,SGN
freq,4,109,109,109,110,110,110,199,199,199,209
count,212,212,212,212,212,212,212,212,212,212,212
unique,95,99,81,91,59,93,58,6,4,6,1
top,166965079698,,,,,,,,,,SGN
freq,4,111,111,111,111,111,111,202,202,202,212
count,210,210,210,210,210,210,210,210,210,210,210
unique,94,89,71,84,47,73,43,6,6,5,1
top,166965079758,,,,,,,,,,SGN
freq,4,110,110,110,110,110,110,200,200,200,210
count,210,210,210,210,210,210,210,210,210,210,210
unique,95,94,80,93,45,87,48,5,7,6,1
top,166965079845,,,,,,,,,,SGN
freq,5,110,110,110,109,109,109,201,201,201,210
count,213,213,213,213,213,213,213,213,213,213,213
unique,90,86,70,88,30,61,29,7,6,5,1
top,166965079965,,,,,,,,,,SGN
freq,4,111,111,111,112,112,112,203,203,203,213
count,205,205,205,205,205,205,205,205,205,205,205
unique,94,89,70,83,35,84,44,7,6,8,1
top,166965080046,,,,,,,,,,SGN
freq,4,108,108,108,107,107,107,195,195,195,205
count,217,217,217,217,217,217,217,217,217,217,217
unique,96,86,79,90,40,72,33,7,8,6,1
top,166965080142,,,,,,,,,,SGN
freq,4,113,113,113,114,114,114,207,207,207,217
count,212,212,212,212,212,212,212,212,212,212,212
unique,94,95,82,95,59,83,60,6,7,6,1
top,166965080253,,,,,,,,,,SGN
freq,4,111,111,111,111,111,111,202,202,202,212
count,212,212,212,212,212,212,212,212,212,212,212
unique,94,97,76,82,41,86,38,7,6,8,1
top,166965080337,,,,,,,,,,SGN
freq,4,111,111,111,111,111,111,202,202,202,212
count,208,208,208,208,208,208,208,208,208,208,208
unique,92,92,67,79,34,76,49,6,7,6,1
top,166965080457,,,,,,,,,,SGN
freq,4,109,109,109,109,109,109,198,198,198,208
count,207,207,207,207,207,207,207,207,207,207,207
unique,95,94,67,87,45,82,63,7,5,7,1
top,166965080559,,,,,,,,,,SGN
freq,4,108,108,108,108,108,108,198,198,198,207
count,218,218,218,218,218,218,218,218,218,218,218
unique,95,94,81,88,47,92,44,6,7,7,1
top,166965080664,,,,,,,,,,SGN
freq,4,114,114,114,114,114,114,208,208,208,218
count,210,210,210,210,210,210,210,210,210,210,210
unique,94,88,77,87,39,66,30,5,5,6,1
top,166965080793,,,,,,,,,,SGN
freq,4,110,110,110,110,110,110,200,200,200,210
count,208,208,208,208,208,208,208,208,208,208,208
unique,88,80,72,86,31,56,24,7,8,6,1
top,166965080895,,,,,,,,,,SGN
freq,4,109,109,109,109,109,109,198,198,198,208
count,214,214,214,214,214,214,214,214,214,214,214
unique,87,78,68,84,31,48,28,6,6,6,1
top,166965080958,,,,,,,,,,SGN
freq,4,112,112,112,112,112,112,204,204,204,214
count,190,190,190,190,190,190,190,190,190,190,190
unique,82,80,51,70,30,60,29,6,6,5,1
top,166965081063,,,,,,,,,,SGN
freq,5,98,98,98,101,101,101,181,181,181,190
count,212,212,212,212,212,212,212,212,212,212,212
unique,91,92,66,81,43,86,58,7,5,6,1
top,166965081156,,,,,,,,,,SGN
freq,4,111,111,111,110,110,110,203,203,203,212
count,205,205,205,205,205,205,205,205,205,205,205
unique,87,92,69,86,56,84,54,6,7,7,1
top,166965081297,,,,,,,,,,SGN
freq,4,107,107,107,108,108,108,195,195,195,205
count,220,220,220,220,220,220,220,220,220,220,220
unique,98,100,83,94,51,85,52,6,6,5,1
top,166965081357,,,,,,,,,,SGN
freq,4,115,115,115,115,115,115,210,210,210,220
count,206,206,206,206,206,206,206,206,206,206,206
unique,91,74,68,81,33,39,24,5,6,6,1
top,166965081483,,,,,,,,,,SGN
freq,4,108,108,108,108,108,108,196,196,196,206
count,216,216,216,216,216,216,216,216,216,216,216
unique,91,89,59,73,35,65,31,6,6,5,1
top,166965081582,,,,,,,,,,SGN
freq,4,113,113,113,113,113,113,206,206,206,216
count,205,205,205,205,205,205,205,205,205,205,205
unique,89,72,62,86,27,51,26,6,6,8,1
top,166965081672,,,,,,,,,,SGN
freq,4,108,108,108,107,107,107,195,195,195,205
count,216,216,216,216,216,216,216,216,216,216,216
unique,91,67,69,79,27,35,26,6,6,7,1
top,166965081708,,,,,,,,,,SGN
freq,4,113,113,113,113,113,113,206,206,206,216
count,208,208,208,208,208,208,208,208,208,208,208
unique,90,84,71,76,50,69,40,5,7,5,1
top,166965081846,,,,,,,,,,SGN
freq,4,108,108,108,109,109,109,199,199,199,208
count,214,214,214,214,214,214,214,214,214,214,214
unique,94,94,81,80,52,90,54,5,5,6,1
top,166965081921,,,,,,,,,,SGN
freq,4,112,112,112,112,112,112,204,204,204,214
count,214,214,214,214,214,214,214,214,214,214,214
unique,87,101,94,88,75,90,75,10,8,8,1
top,166965082095,,,,,,,,,,SGN
freq,4,112,112,112,112,112,112,204,204,204,214
count,210,210,210,210,210,210,210,210,210,210,210
unique,95,99,96,95,97,92,85,9,7,8,1
top,166965082134,,,,,,,,,,SGN
freq,4,110,110,110,110,110,110,200,200,200,210
count,212,212,212,212,212,212,212,212,212,212,212
unique,88,97,89,93,84,88,90,8,6,5,1
top,166965082299,,,,,,,,,,SGN
freq,4,111,111,111,111,111,111,202,202,202,212
count,210,210,210,210,210,210,210,210,210,210,210
unique,96,97,96,100,87,93,77,10,9,6,1
top,166965082380,,,,,,,,,,SGN
freq,4,110,110,110,110,110,110,200,200,200,210
count,211,211,211,211,211,211,211,211,211,211,211
unique,90,99,85,90,70,86,66,6,5,6,1
top,166965082461,,,,,,,,,,SGN
freq,4,111,111,111,110,110,110,201,201,201,211
count,208,208,208,208,208,208,208,208,208,208,208
unique,88,95,90,96,79,89,71,7,6,5,1
top,166965082533,,,,,,,,,,SGN
freq,4,108,108,108,109,109,109,199,199,199,208
count,212,212,212,212,212,212,212,212,212,212,212
unique,93,99,98,99,86,94,94,9,9,5,1
top,166965082629,,,,,,,,,,SGN
freq,4,111,111,111,111,111,111,202,202,202,212
count,214,214,214,214,214,214,214,214,214,214,214
unique,90,95,89,93,52,92,85,5,7,7,1
top,166965082794,,,,,,,,,,SGN
freq,4,112,112,112,112,112,112,204,204,204,214
count,212,212,212,212,212,212,212,212,212,212,212
unique,94,95,76,78,46,80,51,5,4,7,1
top,166965082902,,,,,,,,,,SGN
freq,4,111,111,111,111,111,111,202,202,202,212
count,212,212,212,212,212,212,212,212,212,212,212
unique,85,96,86,100,69,92,68,8,8,7,1
top,166965082995,,,,,,,,,,SGN
freq,5,111,111,111,111,111,111,202,202,202,212
count,210,210,210,210,210,210,210,210,210,210,210
unique,90,101,94,101,94,92,85,9,8,7,1
top,166965083103,,,,,,,,,,SGN
freq,4,110,110,110,110,110,110,200,200,200,210
count,211,211,211,211,211,211,211,211,211,211,211
unique,89,101,97,97,89,95,90,7,9,6,1
top,166965083169,,,,,,,,,,SGN
freq,4,111,111,111,110,110,110,201,201,201,211
count,212,212,212,212,212,212,212,212,212,212,212
unique,91,102,98,99,90,96,85,10,10,7,1
top,166965083283,,,,,,,,,,SGN
freq,4,110,110,110,111,111,111,203,203,203,212
count,212,212,212,212,212,212,212,212,212,212,212
unique,91,99,90,91,76,87,71,6,8,6,1
top,166965083373,,,,,,,,,,SGN
freq,4,111,111,111,111,111,111,202,202,202,212
count,208,208,208,208,208,208,208,208,208,208,208
unique,85,98,96,95,89,97,86,7,6,7,1
top,166965083505,,,,,,,,,,SGN
freq,5,109,109,109,109,109,109,198,198,198,208
count,209,209,209,209,209,209,209,209,209,209,209
unique,92,97,85,91,51,90,53,5,6,8,1
top,166965083562,,,,,,,,,,SGN
freq,4,110,110,110,109,109,109,199,199,199,209
count,213,213,213,213,213,213,213,213,213,213,213
unique,88,91,67,78,44,81,39,6,8,6,1
top,166965083658,,,,,,,,,,SGN
freq,4,111,111,111,112,112,112,203,203,203,213
count,214,214,214,214,214,214,214,214,214,214,214
unique,91,99,97,99,76,91,78,6,8,5,1
top,166965083754,,,,,,,,,,SGN
freq,4,112,112,112,112,112,112,204,204,204,214
count,210,210,210,210,210,210,210,210,210,210,210
unique,86,98,93,98,86,86,74,8,9,5,1
top,166965083856,,,,,,,,,,SGN
freq,4,110,110,110,109,109,109,201,201,201,210
count,209,209,209,209,209,209,209,209,209,209,209
unique,93,96,97,99,87,81,75,8,10,8,1
top,166965083970,,,,,,,,,,SGN
freq,4,109,109,109,110,110,110,199,199,199,209
count,216,216,216,216,216,216,216,216,216,216,216
unique,92,103,99,100,86,94,89,8,8,7,1
top,166965084084,,,,,,,,,,SGN
